,Speciality,address,clinic,doctor-name,doctor_image,telephone
1736,"['Aesthetic Doctor, GP/Family Doctor']","No. 18, Jalan Besar Lukut, Bandar Baru Lukut, 71010, Lukut, Port Dickson.",Poliklinik IMedicare,['Parama Sivam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWM2NTM3MzY1Nzc1Ni5qcGc='],+60162634269
1737,['GP/Family Doctor'],"643A, Jalan Merdeka, Pekan Ampang, 68000 Ampang, Selangor",Poliklinik Indren (Jalan Merdeka),['Balachandran A/L Paramasamy'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 42917026
1738,['GP/Family Doctor'],"55b-G, Jalan Pandan Cahaya 2/3, Taman Pandan Cahaya, 66000 Ampang, Selangor",Poliklinik Indren (Jalan Pandan Cahaya),['T. Anuradha'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 342705825
1739,['GP/Family Doctor'],"No. 1500 Main Road Taman Arowana, 13500 Permatang Pauh, Penang",Poliklinik Intan,['Prabakaran K. Kuppusamy'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+604 3901560
1740,['GP/Family Doctor'],"217, Jalan Bercham 31400 Ipoh Perak",Poliklinik Jit,['Sunitha A/P P.Putham'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 55467676
1741,['GP/Family Doctor'],"No. 48-g, Blok 3, Jalan Pahat G, 15/g Dataran Otomobil, Seksyen 15, Shah Alam, 40200, Selangor Darul Ehsan",Poliklinik Johan (dataran Otomobil),['Dr. Kamini A/p K. Vethaguru'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-55235288
1742,['GP/Family Doctor'],"No. 6, Lorong Pending 4a, Bandar Puteri, Klang, 41200, Selangor Darul Ehsan",Poliklinik Jothy (bandar Puteri),['Dr. Selvamatharasi A/p Paul Haj'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-51615092
1743,['GP/Family Doctor'],"1B-1, Tingkat Kenari 6, Sungai Ara, 11900 Pulau Pinang",Poliklinik Jun,['Cai Wei Jun'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+604 6370275
1744,['GP/Family Doctor'],"30, Jalan Semenyih, 43000 Kajang, Selangor",Poliklinik Kajang Baru,['Kok Ah Kow'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 387333428
1745,['GP/Family Doctor'],"10-L Jalan Tun Abdul Razak (Off Maxwell Road), 30100 Ipoh, Perak",Poliklinik Kana,['Gurbachan Singh A/L Wazir Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 55063949
1746,['GP/Family Doctor'],"No. 50L-1 Kelana Mall Jalan SS6/14, Kelana Jaya, 47301 Petaling Jaya, Selangor",Poliklinik Kelana Jaya,['Susila Thevi A/P Vinasithamby'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 7803 9633
1747,['GP/Family Doctor'],"39, Jalan Dato Muda Jaafar, 44000 Kuala Kubu Bharu, Selangor",Poliklinik Keluarga,['Mohd Yusly Mohamad Yusoff'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 360641412
1748,['GP/Family Doctor'],"No.678, Jalan Sentul, Kuala Lumpur, 51000, Wilayah Persekutuan Kuala Lumpur",Poliklinik Keluarga (jalan Sentul),['Dr. Vikrama Devadess A/l Devadass'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-40513211
1749,['GP/Family Doctor'],"183, Batu 17 Jalan Ipoh, Rawang, Selangor",Poliklinik Kenanga,['Soon Tong Kho'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 360918705
1750,['GP/Family Doctor'],"Lot 4751 Jalan Sungai Limau, 45300 Sungai Besar, Selangor",Poliklinik Koh,['Koh Choon He'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 32246946
1751,['GP/Family Doctor'],"297, Jalan Tun Razak, Pudu, 50400 Kuala Lumpur",Poliklinik Kong,['Kong Kok Fuah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWE1YzE3YWExYjljNy5qcGc='],+60 392846813
1752,['GP/Family Doctor'],"Sekyen 11, 12, Jalan Kenyalang 11/3b, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",Poliklinik Kota Damansara,['Sivanaesan A/L Letchumanan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 361483033
1753,['GP/Family Doctor'],"No. 5g, Ground Floor, Jalan Anggerik Vanilla X31/X, Kota Kemuning, Selangor, Kota Kemuning, 40460 Shah Alam, Selangor,",Poliklinik Kota Kemuning,['Vasugi Balaraman'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 351212211
1754,['GP/Family Doctor'],"No. 12 A, Jalan Permai 1b, Taman Pendamar Permai, Port Klang, 42000, Selangor Darul Ehsan",Poliklinik Kota Pendamar Sdn Bhd (taman Pendamar Permai),['Dr. Shanti Sheela Rani A/p J.g. Samuel'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603-31688944
1755,"['GP/Family Doctor', 'GP/Family Doctor']","Lot 9154 Jalan Bandar 4, Taman Melawati, 53100 Kuala Lumpur",Poliklinik Kotaraya & Pakar Wanita,"['ABDUL RAHMAN BIN ABDULLAH', 'DARINA BINTI ARIFFIN']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+60 341084621
1756,['GP/Family Doctor'],"21 Jalan Gan Chai Leng, Taman Chai Leng, 13700 Prai, Pulau Pinang",Poliklinik Kuan,['Kuan Tuck Wah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 43983771
1757,['GP/Family Doctor'],"12, Jalan Kijang 1, Taman Suntex, 43200 Kajang, Selangor",Poliklinik Kumpulan City,['Tan Sue Sian'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 390746332
1758,['GP/Family Doctor'],"No.24, Jalan Sg 1/2, Taman Sri Gombak, Batu Caves, 68100, Selangor Darul Ehsan",Poliklinik Kumpulan City ( Taman Sri Gombak),['Dr. Low Seng Chong'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-61895785
1759,['GP/Family Doctor'],"24, Jalan Awan Hijau, 5th Mile Jalan Klang Lama",Poliklinik Kumpulan City (Awan Hijau),['Catherine Sia'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 379805482
1760,['GP/Family Doctor'],"Lot 1.02, First Floor, Wisma Central, Jalan Ampang 50450 Kuala Lumpur",Poliklinik Kumpulan City (Jalan Ampang),['TAN CHEE CHOONG'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 321617105
1761,['GP/Family Doctor'],"50-Lg 1-7, Lower Ground Floor, Wisma Uoa Damansara, Jalan Dungun",Poliklinik Kumpulan City (Jalan Dungun),['Lee Chic Ping'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 320945545
1762,['GP/Family Doctor'],"B-17-1a, The Ascent Paradigm, 1, Jalan Ss7/26a, Kelana Jaya",Poliklinik Kumpulan City (Kelana Jaya),['Teoh Keng Huat'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 378861335
1763,['GP/Family Doctor'],"No. 24g, Jalan Anggerik Vanilla, R311r, Kota Kemuning, Shah Alam, 40460, Selangor Darul Ehsan",Poliklinik Kumpulan City (kota Kemuning),['Dr. Sathiyamoorthy Muthusamy'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-51316239
1764,['31 years experience'],"No. 16, Jalan 2/12 Bandar Baru Selayang, 68100 Batu Caves",Poliklinik Kumpulan City (Selayang),['Tan Bee'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 61369287
1765,['GP/Family Doctor'],"No.26g, Jalan Radin Anum, Bandar Baru Sri Petaling, Kuala Lumpur, 57000, Wilayah Persekutuan Kuala Lumpur",Poliklinik Kumpulan City (sri Petaling),['Dr. Ushameela Devi A/p Gunarethnam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-90579662
1766,['GP/Family Doctor'],"13th Floor, Menara Multi-Purpose, Capital Square, No.8 , Jalan Munshi Abdullah, 50100 Kuala Lumpur.",Poliklinik Kumpulan City Capital Square,['Loi Lai Yee'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 26021148
1767,['GP/Family Doctor'],"20-4, Jalan Pahang, 53000 Kuala Lumpur",Poliklinik Kumpulan City Jalan Pahang,['Loi Lai Yee'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 340426622
1768,['GP/Family Doctor'],"22, Jalan Bp 7/14, Bandar Bukit Puchong, 47100 Puchong, Selangor",Poliklinik Kumpulan City Puchong,['Tan Kee Leng'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 380626127
1769,['GP/Family Doctor'],"79g Jalan Bandar Satu. Pusat Bandar Puchong,47100 Puchong",Poliklinik Kumpulan City Puchong Bandar 1,['Fam Chee Kwong'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 358911875
1770,['GP/Family Doctor'],"8 Jalan Thambapillai, Kuala Lumpur",Poliklinik Lai,['Lai Poon Kong'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 322721730
1771,['GP/Family Doctor'],"GF, Scott Sentral Service, 6, Lorong Padang Belia, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Poliklinik Laskshmi,['K Rajalakshmi'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTc0M2U1Yzc0MWQ2OC5QTkc='],+603 2274 4101
1772,['GP/Family Doctor'],"No.107, Jalan Sultan Alam Shah, Banting, 42700, Selangor Darul Ehsan",Poliklinik Lau (banting),['Dr. Lau Chee Mun'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603-31876072
1773,['GP/Family Doctor'],"301, Jalan Tun Razak, 50400 Kuala Lumpur",Poliklinik Lean,['Dr.Lean Eng Huah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 392843324
1774,"['GP/Family Doctor', 'GP/Family Doctor']","Lot 4122, Jalan Perkhidmatan, Kampung Baru, 47000 Sungai Buloh, Selangor",Poliklinik Lee,"['Ramakrishnan A/L A.Muthusamy', 'Shanmugalingam A/L Visuvalingam']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+60 361569418
1775,['GP/Family Doctor'],"48, Jalan Lebai Saras, 24000 Kemaman, Terengganu",Poliklinik Leena Zeidi,['Mohd Zeidi Bin Mahamad Zin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 98585310
1776,['GP/Family Doctor'],36 Jalan Cerdas Tmn Connaught Cheras,Poliklinik Leong Dan Ho,['Leong Wai Kong'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 391021108
1777,['GP/Family Doctor'],"592, Jalan SS 9A / 14, Sungai Way, Petaling Jaya,",Poliklinik Lim,['Lim Poh Ann'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTgyOTQwYmNlMzI0OS5wbmc='],+60 378747442
1778,['GP/Family Doctor'],"No 29, Jalan Ria, Taman Ria, Sungai Jarom, Jenjarom, 42600, Selangor Darul Ehsan",Poliklinik Lim & Ng,['Dr Lim Soon Kok'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60331916001
1779,['GP/Family Doctor'],"15 Jalan Labu 28/23, Taman Alam Megah, 40000 Shah Alam, Selangor.",Poliklinik Lourdes,['John Paul Euagel Judson'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 351915119
1780,['GP/Family Doctor'],"No.701g, Kompleks Diamond, Off Persiaran Bandar, Bandar Baru Bangi, 43650, Selangor Darul Ehsan",Poliklinik Lourdes (bandar Baru Bangi),['Dr. Mohd Haziq Bin Mohd Firdaus'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-82101189
1781,['GP/Family Doctor'],"No.2, Jalan Perbahan 26/2a, Hicom Industrial Estate, Shah Alam, 40000, Selangor Darul Ehsan",Poliklinik Lourdes (hicom),['Dr. Jeyamalar Velupillai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-51915422
1782,['GP/Family Doctor'],"No.17, Jalan Barat, Petaling Jaya, 46200, Selangor Darul Ehsan",Poliklinik Lourdes (jalan Barat),['Dr. Jagmaya Kuar Sidhu'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-79570309
1783,['GP/Family Doctor'],"No.66, Jalan Meru, Klang, 41050, Selangor Darul Ehsan",Poliklinik Lourdes (jalan Meru),['Dr. Jeeva Malar A/p Sinnadurai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-33420859
1784,['GP/Family Doctor'],"Level 1, Tower 3, Rhb Centre, Jalan Tun Razak, Kuala Lumpur, 50400, Wilayah Persekutuan Kuala Lumpur",Poliklinik Lourdes (jalan Tun Razak),['Dr. Jeeva Malar A/p Sinnadurai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-21424064
1785,['GP/Family Doctor'],"No.39, Jalan Utas B 15/b, Section 15, Shah Alam, 40000, Selangor Darul Ehsan",Poliklinik Lourdes (jalan Utas),['Dr. Harbhajan Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-55196543
1786,['GP/Family Doctor'],"No.8, Jalan Puchong Permai, Batu 13, Puchong, 47100, Selangor Darul Ehsan",Poliklinik Lourdes (puchong),['Dr. Mohd Hasif Bin Ishak'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-58827054
1787,['GP/Family Doctor'],"No.9g, Jalan Nilam 1/2, Subang Hitech Industrial Estate, Batu 13, Shah Alam, 40000, Selangor Darul Ehsan",Poliklinik Lourdes (subang Hitechi),['Dr. Jayamanogaran A/l Kathirgamo'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-56366358
1788,['GP/Family Doctor'],"Lot No.2, Jalan Brp 8/1b, Bukit Rahman Putra, Sungai Buloh, 42000, Selangor Darul Ehsan",Poliklinik Lourdes (sungai Buloh),['Dr. Devinder Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-61401392
1789,['GP/Family Doctor'],"15 Jalan 27/7, Jalan Balakung Sect 27, Taman Bunga Negara",Poliklinik Ludher Bhullar & Rakan Rakan (Taman Bunga Negara),['Jason David'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 351031713
1790,['GP/Family Doctor'],"94, Jalan Bangsar, 59200 Kuala Lumpur",Poliklinik Ludher Bhullar Dan Rakan,['MUNJEET SINGH A/L INDER SINGH'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 322823443
1791,['GP/Family Doctor'],"15, Jalan 17/24, Section 17, Shah Alam, Selangor",Poliklinik Ludher Bhullar Dan Rakan Rakan,['Jangjit Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 355453510
1792,['GP/Family Doctor'],"No.143, Jalan Aminuddin Baki, Taman Tun Dr. Ismail, Kuala Lumpur, 60000, Wilayah Persekutuan Kuala Lumpur",Poliklinik Mahanum (taman Tun Dr. Ismail),['Dr. Mahanum Binti Mohamed'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-77299328
1793,['GP/Family Doctor'],"No 13, Jalan Eco Majestic 3A/1, 43500 Semenyih, Selangor",Poliklinik Majestic Health,['Pauline Sylvia Panjanathan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWNiZWRjZTZiMDBmMi5qcGc='],+6012 5587446
1794,['GP/Family Doctor'],"No. 13, Medan Istana 2, Bandar Ipoh Raya 30000 Ipoh, Perak",Poliklinik Maxwell,['Zulkarimah Bt Zainudin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 52411762
1795,['GP/Family Doctor'],"No.51g, Jalan Medan Putra1, Medan Putra Business Centre, Bandar Manjalara, Medan Putra Business Centre, Kepong, 52200, Wilayah Persekutuan Kuala Lumpur",Poliklinik Medan Putra (kepong),['Dr. Uma Devi'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-62624067
1796,['GP/Family Doctor'],"No.7-1, Jalan Makmur 1, Taman Makmur, Tanjong Karang, 45500, Selangor Darul Ehsan",Poliklinik Medi Ihsan (tanjong Karang),['Dr. Shahril Effendi Bin Shuib'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-32696951
1797,['GP/Family Doctor'],"No 22 Jalan Pu 7/3, Taman Puchong Utama, Puchong, 47140, Selangor Darul Ehsan",Poliklinik Medi-nur (puchong),['Dr Noor Bila Bt Talib'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60380683500
1798,['GP/Family Doctor'],"No. 5gf,, Jalan Sp 1/1, Bandar Saujana Putra, Jenjarom, 42610, Selangor Darul Ehsan",Poliklinik Medi-nur Saujana Putra (jenjarom),['Noor Bila Binti Talib'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60351030930
1799,['GP/Family Doctor'],"3 Jalan Nirwana 1, Taman Nirwana, Ampang, Kuala Lumpur",POLIKLINIK MEDI-SINA(KLINIK MEDIVIRON),['Mumthaj Begum'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 392816924
1800,['GP/Family Doctor'],"No.18-0-4, Taman Angkasa, Pantai Dalam, 59200, Wilayah Persekutuan Kuala Lumpur",Poliklinik Medics (pantai Dalam),['Dr. Sarban Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-22820023
1801,['GP/Family Doctor'],"944, Jalan 17/38, Happy Garden, 46400 Petaling Jaya, Selangor, Malaysia",Poliklinik Medimax,['Moganeswary A/P Kunarathnam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 379575485
1802,"['Aesthetic Doctor, GP/Family Doctor']","G-27, Jalan Prima Sg1, Prima Sri Gombak, Batu Caves, 68100 Selangor.",Poliklinik Mediprima,['Hema a/p Deva Krishnan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWM2NTMwZjRkZWFjMC5qcGc='],+60 361774192
1803,['GP/Family Doctor'],"No29-G, Jalan Elekron D U16/D, E-Boulevard Denai Alam, Shah Alam, Selangor",Poliklinik Mediprima Shah Alam,['Renugah a/p Jagdeesh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 378590093
1804,['GP/Family Doctor'],"No. 25, Jalan Puteri 7/9, Bandar Puteri, Puchong, 47100, Selangor Darul Ehsan",Poliklinik Mediprinz,['Dr. Wong Hsien Teik'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-80685788
1805,['GP/Family Doctor'],"No.18-1, Jalan Meranti Sd 13/5, Bandar Sri Damansara, Kuala Lumpur, 52200, Wilayah Persekutuan Kuala Lumpur",Poliklinik Meranti (bandar Sri Damansara),['Dr. Shaharudin Bin Mohamad'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-62803470
1806,['GP/Family Doctor'],"23g Jalan 3/93 Off , Jalan Lombong, Taman Miharja Face 3b, Cheras, 55200 Kuala Lumpur",Poliklinik Miharja,['JESBEER SINGH'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 392815448
1807,['GP/Family Doctor'],"No.23, Jalan 3/93, Taman Miharja, Batu 2 1/2, Off Jalan Cheras, Kuala Lumpur, 55200, Wilayah Persekutuan Kuala Lumpur",Poliklinik Miharja (taman Miharja),['Dr. Jesbeer Singh A/l Piara Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-92815448
1808,['GP/Family Doctor'],"No. 4, 20/10ks, Jalan Ikan Jenahak, Kg. Nelayan, Telok Gong 42000, Port Klang",Poliklinik MK (Port Klang),['Elangkeeran S/O M. Krishnan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWFjNzQ0MDZjNzRmYi5wbmc='],+60 331343575
1809,['GP/Family Doctor'],"116-G, Jalan Setia Gemilang, BJ U13/BJ Bandar Setia Alam, 40170 Shah Alam, Selangor",Poliklinik MK (Shah Alam),['Shangkar Renganathan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 3362 4276
1810,['GP/Family Doctor'],"No 19, Jalan Jelok 6, Kawasan Metro Point, Kajang, 43000, Selangor Darul Ehsan",Poliklinik Muc (kajang Metro Point),['Dr. Rajasvari Singaravelloo'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-87308940
1811,['GP/Family Doctor'],"9g, Jalan Hentian 1, Pusat Hentian Kajang, Kajang, 43000, Selangor Darul Ehsan",Poliklinik Muc (kajang),['Dr Rokeshwar A/l Hari Dass'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60387408940
